序号,楼盘ID,楼盘名称,楼盘地址（到门牌号）,经纬度,物业名称,楼盘交付时间,入住户数,预计投放点位数,实际安装点位,"房价
（元/m2）",主力户型面积,目前开发状态,需解决的问题,城市
342,,悦安花园,泰沙路悦安街17号,113.285259;23.087005,广东省粤安物业管理有限公司,2005,1800,6,,57000,66-95m2,待洽谈,,广州
343,,克莱国际公寓,广州市海珠区新港中艺苑路,113.327356;23.103697,广东康景物业服务有限公司 ,2002/1/1,1258,4,,57000,101-156m2,待进一步洽谈,,广州
344,,愉景南苑,广州市海珠区广州新港西路212号,113.312302;23.102155,广东康景物业服务有限公司 ,2002/1/1,1334,4,,57000,55-98m2,待进一步洽谈,,广州
345,,愉景雅苑,广州市海珠区海珠新港西路235号愉景雅苑,113.312814;23.09664,广东康景物业服务有限公司 ,1999/4/1,1603,5,,57000,75-103m2,待进一步洽谈,,广州
346,,珠江帝景,广州市海珠区广州大道以东新领事馆东侧新港中路艺苑路99号珠江帝景,113.328764;23.104183,广东康景物业服务有限公司 ,2007/1/1,7000,20,,57000,98-156m2,待进一步洽谈,,广州
347,,米兰苑,广州大道南1-57号米兰苑,113.316875;23.103522,广东华侨物业管理有限公司,1995/1/1,450,1,,57000,50-136m2,待洽谈,,广州
348,,建雅台,广州市东华西路荣华街7—9号,113.297331;23.225672,成建地产,2010/1/1,700,2,,57000,55-89m2,待洽谈,,广州
349,,星汇文华,番禺区广州大学城中八路岭南印象园北侧（地铁大学城南站C出口）,"113.403754,23.043024",广州越秀物业发展有限公司 ,2014,880,3,5,56000,189m2,已入柜,,广州
350,,小东园,小东园13号,113.304493;23.130203,广州羊城铁路物业管理有限公司,1999/4/25,700,2,,56000,60m2,待洽谈,,广州
351,,豪贤苑,仓边路仁生里13号豪贤苑AB区,113.272133;23.132625,广州世航物业管理有限公司,2001/2/1,469,1,,56000,75-126m2,待洽谈,,广州
352,,润粤大厦,广州市越秀区天河路35号,113.311454;23.134687,广州国银物业管理有限公司,2009/2/1,600,2,,56000,59-89m2,待洽谈,,广州
353,,芳草轩,东晓南路1423号芳草轩,113.304634;23.073846,广东粤秀物业服务有限公司,2007/12/1,800,2,,56000,87-121m2,待洽谈,,广州
354,,星汇文宇,番禺区大学城中六路路(广东工业大学东侧，地铁大学城南站B出口),113.401268;23.039579,广州越秀物业发展有限公司 ,2014,650,2,4,55000,83m2,已入柜,,广州
355,,富力尚溢居,怡乐路38号,113.291209;23.099679,广州天力物业发展有限公司,2004,280,1,,55000,49-75m2,待进一步洽谈,,广州
356,,富力银禧花园,广州市海珠区怡乐路银禧东街,113.292834;23.100874,广州天力物业发展有限公司,2003,1337,4,,55000,87-121m2,待进一步洽谈,,广州
357,,富力东山新天地,广州大道与中山一路交汇处,113.314638;23.126929,广州天力物业发展有限公司,2007,1080,3,,55000,70-100m2,待进一步洽谈,,广州
358,,富力国际鞋城,环市西路37号,113.240753;23.142017,广州天力物业发展有限公司,2006/10/1,520,1,,55000,65-90m2,待进一步洽谈,,广州
359,,东海嘉园,广州大道东兴北路102号,113.318518;23.13124,广州市怡家物业管理有限公司,2001/1/1,746,2,,55000,55-105m2,待洽谈,,广州
360,,恒福阁贰座,广东省广州市越秀区恒福路288号恒福阁,113.292807;23.1438045,广州市天河恒福阁物业管理有限公司,2005/1/1,578,1,,55000,75-126m2,待洽谈,,广州
361,,六榕大厦,六榕路61号,113.260188;23.126877,广州市太悦物业管理有限责任公司,1998/3/1,350,1,,55000,55-110m2,待洽谈,,广州
362,,江南玫瑰园,广州市海珠区江南西路青竹大街23号,113.279472;23.1001150,广州市南越物业管理有限公司,2009/1/1,250,1,,55000,66-106m2,待洽谈,,广州
363,,海天花苑,金菊路61～99号,113.313875;23.101309,广州市居友物业管理有限公司,2008/12/1,1380,5,,55000,66-106m2,待洽谈,,广州
364,,东方雅苑,石岗路12号,113.281392;23.072129,广州市富景物业管理有限公司,2003/1/1,260,1,,55000,63-100m2,待洽谈,,广州
365,,兰亭颖园 ,前进路进北街33号街道兰亭颖园 ,113.271618;23.107049,广州广电物业管理有限公司,2001/1/1,580,2,,55000,75-126m2,待洽谈,,广州
366,,东湖新村,广东省广州市越秀区东湖路1-9号白云街道东湖新村,113.287802;23.1177405,广州东华物业管理有限公司,1988/1/1,350,1,,55000,75-99m2,待洽谈,,广州
367,,东湖豪苑,广州市越秀区东湖路26号东湖豪苑,113.29110;23.119880,广州东湖广场物业管理有限公司,2008/1/1,600,2,,55000,76-123m2,待洽谈,,广州
368,,合生广场,广州市海珠区广州大道南与叠景路交汇处,113.314705;23.088891,广东康景物业服务有限公司 ,2012/1/1,1660,5,,55000,66-106m2,待进一步洽谈,,广州
369,,东沙角小区（逸海华庭）,东沙角路35号东沙角小区（逸海华庭）,113.278916;23.117096,广东广新物业管理有限公司,2003/4/1,350,1,,55000,67-98m2,待洽谈,,广州
370,,高雅湾,滨江东路318号高雅湾,113.298367;23.102462,港联物业（广州）有限公司,2011/9/15,200,1,,55000,77-101m2,待进一步洽谈,,广州
371,,方圆滨江水恋,广州市海珠区红梅路65号,113.314143;23.102504,广州方圆现代生活服务股份有限公司,2010/1/1,780,1,,55000,87-121m2,待进一步洽谈，已扫盘,,广州
372,,富力皇上皇大厦,广州市越秀区小梅大街31-63号富力皇上皇大厦,113.246169;23.130372,广州天力物业发展有限公司,2010/10/1,500,1,,55000,65-90m2,待进一步洽谈,,广州
373,,东山口职工住宅小区,署前路署前二街3-1号,113.302513;23.129793,广州羊城铁路物业管理有限公司,2000/4/25,300,1,,54000,64m2,待洽谈,,广州
374,,珠光小北御景广场,越秀北路313号,113.273113;23.135028,广州珠光物业管理有限公司,2010/1/1,570,1,,53000,66-100m2,待洽谈,,广州
375,,云影花园,越秀区二沙岛第16区云影花园,"113.298457,23.110055",广州城建开发物业管理有限公司,2004/2/1,300,1,,53000,56-100m2,已入柜,,广州
376,,中信东方广场（东塔）,广东省广州市越秀区犀牛路38号,113.295018;23.133898,广东中信厚德物业管理有限公司,1998/1/1,284,1,,53000,66-125m2,待洽谈,,广州
377,,愉景大厦小区,寺右南一街三巷7号愉景大厦小区,113.310255;23.117879,广东容大物业管理有限公司,1999/1/1,300,1,,53000,65-99m2,待洽谈,,广州
378,,云鹤园,环市东路云鹤南街3号大院 ,113.306124;23.136023,广州市金点物业管理有限公司 ,1998/2/1,700,2,,53000,56-100m2,待进一步洽谈,,广州
379,,华侨乐园金宝楼,广州市恒福路240华侨乐园小区,113.289523;23.1418355,珠江实业物业管理有限公司,2007/1/1,800,2,,52000,49-88m2,待洽谈,,广州
380,,可逸豪苑,广州市海珠区宝岗可逸中街,"113.263983,23.09739",广州越秀物业发展有限公司 ,2009,983,3,2,52000,90m2,已入柜,,广州
381,,花果山庄,广东省广州市越秀区环市中路美美街1-13号花果山庄,113.266173;23.146634,广州市长集物业有限公司,2003/6/1,200,1,,52000,65-86m2,待洽谈,,广州
382,,信步闲庭,广东省广州市海珠区石榴岗路14号,113.334247;23.089049,广州市丽影物业管理有限公司,2001/1/1,300,1,,52000,85-98m2,待洽谈,,广州
383,,光大花园,海珠工业大道北榕景路122号,"113.257087,23.085831",广州市光大花园物业管理有限公司,2010,3500,,30,52000,80-100,已入柜,,广州
384,,利海假日轩,赤岗东路209号,113.330646;23.092682,广州利海酒店物业管理有限公司,2012/4/1,358,1,,52000,73-123m2,待洽谈,,广州
385,,兰亭熙园,昌岗中路164号街道兰亭熙园,113.272133;23.090312,广州广电物业管理有限公司,2008/1/1,406,1,,52000,75-126m2,待洽谈,,广州
386,,海印苑,合群一马路133号海印苑,113.288541;23.119421,广东广新物业管理有限公司,1999/1/1,1300,4,,52000,50-96m2,待洽谈,,广州
387,,逸蓝华庭,广东省广州市海珠区新民大街42号,113.258551;23.101576,广州市城启物业管理有限公司,2004/7/1,420,1,,51000,60-85m2,待进一步洽谈，已扫盘,,广州
388,,仰忠阁,珠光路114号,113.278221;23.125746,广东宏德科技物业管理有限公司,2017/2/19,846,2,,51000,66m2,待洽谈,,广州
389,,东山欣园,寺右一马路899193号寺右二横路60号,"113.315524,23.128427",珠海市金豪物业管理有限公司广州分公司,2013/3/24,518,2,,50000,87-88,待洽谈,,广州
390,,中海云麓公馆,广州市白云区白云新城云城西路地段中海云麓公馆,"113.2784,23.193347",中海物业管理有限公司,2008,236,1,,50000,80-100,已入柜,,广州
391,,三荣大厦,麓苑路51号,113.285977;23.141571,深圳市盛孚物业管理股份有限公司广州分公司,2004/8/1,420,1,,50000,105m2,待洽谈,,广州
392,,逸品台,海珠滨江东路489号逸品台,113.305993;23.10298,深圳市百利行物业管理发展有限公司广州分公司,2000/8/1,130,1,,50000,66-95m2,待洽谈,,广州
393,,御东和府,广州市越秀区农林下路35-39号,113.303747;23.135785,全意物业管理有限公司,2009/1/1,189,1,,50000,65-132m2,待洽谈,,广州
394,,党恩雅苑,广州市荔湾区中山八路42号之五,"113.297331,23.225672",南粤物业,2010/1/1,700,2,,50000,60-90,待洽谈,,广州
395,,魔方公寓（天河公园店）,棠下荷光五横路,"113.374607,23.133904",魔方（广州）公寓管理有限公司,2017/5/1,240,1,,50000,87-88,待洽谈,,广州
396,,魔方公寓天平架店,沙太南路3号陶庄1号,"113.328354,23.167333",魔方（广州）公寓管理有限公司,2016/6/1,220,1,,50000,87-88,待洽谈,,广州
397,,火车东站魔方公寓,瘦狗岭路281号,"113.327675,23.151774",魔方（广州）公寓管理有限公司,2016/7/6,350,1,,50000,87-88,待洽谈,,广州
398,,魔方公寓广州大道中店,广州市天河区广州大道中928号,"113.323346,23.141734",魔方（广州）公寓管理有限公司,2010/5/1,200,1,,50000,87-88,待洽谈,,广州
399,,魔方公寓（水荫路店）,水荫路水荫直街西六巷20-22号,"113.308676,23.139798",魔方（广州）公寓管理有限公司,2013/6/1,280,1,,50000,87-88,待洽谈,,广州
400,,魔方公寓中山八路店,黄沙大道粤南大街12号魔方公寓,"113.226868,23.124485",魔方（广州）公寓管理有限公司,2012/2/1,100,0,,50000,60-90,待洽谈,,广州
401,,金碧华府,广州市天河区花城大道732号,"113.348809,23.122732",金碧物业管理有限公司,2014/8/1,716,2,,50000,87-88,待进一步洽谈,,广州
402,,世贸花园,淘金路54号,113.294255;23.144776,广州珠江物业酒店管理公司,2017/1/11,400,1,,50000,75m2,待洽谈,,广州
403,,德意居,广州市越秀区德政中路里人坊10号、12号、14号德意居,"113.274591,23.125423",广州中信厚德物业管理有限公司,2010/1/1,600,2,,50000,62-135m2,待洽谈,,广州
404,,永福楼,广州市越秀区永福路42号永福楼,113.300605;23.1477548,广州长建物业管理有限公司,2000/1/1,469,1,,50000,65-90m2,待洽谈,,广州
405,,城市青年家泊寓,新虹街30号,"113.234587,23.126639",广州云驿房产租赁有限公司,2016/1/1,600,2,,50000,60-90,待洽谈,,广州
406,,阳华国花苑,天坤三路和美街29号,"113.393281,23.138941",广州粤华物业有限公司,2013/1/1,2000,7,,50000,87-88,待洽谈,,广州
407,,江南新苑,广州市海珠区新港西路40号,113.286937;23.092018,广州越秀物业发展有限公司 ,2010,1400,4,3,50000,106m2,已入柜,,广州
408,,橡树社区,沙太南路318号,"113.328323,23.168771",广州燕塘物业管理有限公司,2011/1/1,600,2,,50000,87-88,待洽谈,,广州
409,,乐意居花苑,长兴路美景街20·22号,"113.362594,23.174493",广州协欣物业管理有限公司 ,1998/4/25,3480,12,,50000,87-88,待洽谈,,广州
410,,盈基大厦,东船上街街口1号,113.283117;23.115664,广州维维中介物业管理有限公司,2008/8/6,250,1,,50000,84m2,待洽谈,,广州
411,,安厦花园,广州市天河区珠吉路安厦花园,"113.426628,23.125363",广州同德物业发展有限公司天河分公司,2013/5/1,3200,11,,50000,87-88,待洽谈,,广州
412,,富力千禧花园,新港西路17号,113.284833;23.095672,广州天力物业发展有限公司,2008/11/1,2404,8,,50000,56-101m2,待进一步洽谈,,广州
413,,富力宜居,广州市越秀区广九大马路33号富力宜居,113.280689;23.117846,广州天力物业发展有限公司,2013/10/1,200,1,,50000,55-80m2,待进一步洽谈,,广州
414,,富力天河华庭,华庭路3-5号富力天河华庭,"113.330064,23.145442",广州天力物业发展有限公司,2006/12/1,550,2,,50000,87-88,待进一步洽谈,,广州
415,,富力君湖华庭,陈岗路47号,"113.257071,23.146837",广州天力物业发展有限公司,2016/8/1,350,1,,50000,60-90,待进一步洽谈,,广州
416,,富力广场,龙津西路恩洲大巷145-177号,"113.238273,23.124095",广州天力物业发展有限公司,2006/3/1,5569,19,,50000,60-90,待进一步洽谈,,广州
417,,春蕾苑,春蕾苑广州市荔湾区文昌路宝华北街5号,"113.250955,23.122899",广州穗佳物业管理有限公司,2000/1/1,200,1,,50000,60-90,待洽谈,,广州
418,,一一三中学住宅小区,五山路93-105号,"113.347712,23.144463",广州市中晟物业管理有限公司,2005/9/20,300,1,,50000,87-88,待洽谈,,广州
419,,伍仙花园,瑞兴街伍仙花园,"113.326539,23.172262",广州市中晟物业管理有限公司,2003/7/8,800,3,,50000,87-88,待洽谈,,广州
420,,东川大厦,广东省广州市越秀区东川路6号,113.292827;23.127493,广州市志联房地产开发有限公司,2003/5/1,310,1,,50000,66-108m2,待洽谈,,广州
421,,广州钢瓶厂宿舍小区,水荫路43号,113.317028;23.144572,广州市至诚物业管理有限公司,2006/1/25,300,1,,50000,75-156m2,待洽谈,,广州
422,,紫荆花园,紫园街20号,"113.258923,23.193061",广州市至诚物业管理有限公司,2000/1/1,1500,5,,50000,87-88,待洽谈,,广州
423,,睿山小区,广州市天河区茶山路230号睿山小区,"113.35416,23.1484959",广州市正颐物业服务有限公司,2013/1/1,360,1,,50000,87-88,待洽谈,,广州
424,,石牌南门苑,瘦狗岭路581号—587号,"113.351199,23.152332",广州市兆禾物业管理有限公司,1998/7/1,320,1,,50000,87-88,待洽谈,,广州
425,,36号大院,广州市天河区沙河先烈东横路36号大院,"113.312073,23.157185",广州市长建物业管理有限公司,1981/5/1,600,2,,50000,87-88,待进一步洽谈,,广州
426,,天汇大厦,江南东路35-47号,113.275631;23.097246,广州市泽大物业管理有限公司,1999/10/1,400,1,,50000,75-126m2,待洽谈,,广州
427,,云南大厦,中山七路232号,"113.249093,23.125996",广州市云裕房地产咨询有限公司,1998/8/1,360,1,,50000,60-90,待洽谈,,广州
428,,怡乐花园,怡乐四巷41~44号怡乐花园,113.295917;23.104651,广州市园林物业管理有限公司,2006/4/1,480,1,,50000,55-85m2,待洽谈,,广州
429,,聚雅苑,滨江东路怡福路245号,113.297934;23.102295,广州市园发物业管理有限公司,2010/4/1,400,1,,50000,75-90m2,待洽谈,,广州
430,,燕塘工业园小区,燕园路22号,"113.326493,23.171997",广州市燕塘物业管理有限公司,1999/1/1,450,2,,50000,87-88,待进一步洽谈,,广州
431,,银利新村,银利街133号,"113.322857,23.168188",广州市燕塘物业管理有限公司,2000/1/1,400,1,,50000,87-88,待进一步洽谈,,广州
432,,越兴苑,盘福路朱紫后街5号越兴苑,113.264697;23.142332,广州市新美安物业管理有限公司越兴苑分公司,2001/8/1,156,,,50000,75-135m2,待洽谈,,广州
433,,便捷商务公寓,天源路409号,"113.350148,23.182933",广州市欣谊装饰工程有限公司,2014/1/1,1000,3,,50000,87-88,待洽谈,,广州
434,,万科华悦山庄,黄村街道悦景路2号,"113.416958,23.142958",广州市万科物业管理有限公司,2012/12/1,850,3,,50000,87-88,待进一步洽谈，已扫盘,,广州
435,,万科金域华府,"广州市荔湾区康王中路330号,332号,334号万科金域华府","113.254261,23.124851",广州市万科物业管理有限公司,2011/1/1,455,2,,50000,60-90,待进一步洽谈，已扫盘,,广州
436,,陶苑小区,沙南南路93号,"113.323398,23.16541",广州市陶燕物业管理有限公司,2000/1/1,600,2,,50000,87-88,待洽谈,,广州
437,,阳光桃园,桃园路3号阳光桃园,"113.412159,23.112754",广州市桃花源物业管理有限公司,2012/1/1,800,3,,50000,87-88,待洽谈,,广州
438,,惠雅阁,东风东路617号之三,113.283741;23.131811,广州市水泊经济贸易有限公司,2002/1/1,200,1,,50000,70m2,待洽谈,,广州
439,,红璞青年公寓软件园店,高普路高唐软件园园区,"113.410107,23.120224",广州市世联房地产咨询有限公司,2016/12/5,400,1,,50000,87-88,待洽谈,,广州
440,,时代花生,广州大道北银利街35号,"113.332150,23.192500",广州市时代邻里邦网络科技有限公司,2008/4/27,388,1,,50000,87-88,已入柜,,广州
441,,誉城苑南区,清海路1号,"113.338234,23.113238",广州市三原物业管理有限公司,2010/1/1,800,3,,50000,87-88,待洽谈,,广州
442,,誉城苑北区,天河区海清路15号誉城苑北区,"113.338029,23.114571",广州市三原物业管理有限公司,2005/1/1,600,2,,50000,87-88,待洽谈,,广州
443,,金雅苑,海珠区滨江东路140号,113.300994;23.108989,广州市瑞丰物业管理有限公司,2003/1/1,600,2,,50000,60-90m2,待洽谈,,广州
444,,翰林苑,长兴路297号,"113.366643,23.174009",广州市睦邻物业管理有限公司,2010/1/1,1300,4,,50000,87-88,待洽谈,,广州
445,,文华轩,长兴路35号,"113.248974,23.115238",广州市睦邻物业管理有限公司,2009/3/1,320,1,,50000,87-88,待洽谈,,广州
446,,富通雅苑,富通街3号,"113.424889,23.116143",广州市莲花物业管理有限公司,2010/1/1,800,3,,50000,87-88,待洽谈,,广州
447,,江南苑,骏园东街6号,113.262740;23.091901,广州市荔福物业管理有限公司,1997/8/1,1200,4,,50000,92-134m2,待洽谈,,广州
448,,蝌蚪公寓沙东店,沙和路15号自编002号(江园街)蝌蚪公寓沙东店,"113.313048,23.156656",广州市蝌域公寓管理有限公司,2013/7/1,220,1,,50000,87-88,待洽谈,,广州
449,,金平大厦,金平大厦广州市荔湾区西华路420号,"113.257907,23.135656",广州市骏基物业管理有限公司,1999/1/1,300,1,,50000,60-90,待进一步洽谈，已扫盘,,广州
450,,华福大厦,中山七路华福里14号,"113.257452,23.129920",广州市骏基物业管理有限公司,2001/1/1,710,2,,50000,60-90,待进一步洽谈，已扫盘,,广州
451,,江南花园,宝业路江南花园7楼管理处,113.152098;23.060171,广州市金盛地物业管理有限公司 ,2006/2/1,1500,5,,50000,70-110m2,待洽谈,,广州
452,,中交四航182号大院,新港西路182号中交四航大院,113.307458;23.094956,广州市汇兴安物业管理有限公司,1999/1/1,440,1,,50000,60-85m2,待洽谈,,广州
453,,丽林景苑,东晓南路西滘村、石牌海地段,113.307622;23.077756,广州市宏燊物业管理有限公司,2005/1/1,250,1,,50000,75-126m2,待洽谈,,广州
454,,骏和大厦,广州市海珠区万寿北路素社直街29号骏和大厦,113.278369;23.1041585,广州市恒际物业管理有限公司,2011/1/1,600,2,,50000,65-127m2,待洽谈,,广州
455,,城启晴轩,广东省广州市荔湾区宝华正中约10号,"113.249794,23.122126",广州市城启物业管理有限公司,2011/8/1,150,1,,50000,60-90,待进一步洽谈，已扫盘,,广州
456,,红璞青年公寓珠村店,珠村东环五路6号,"113.423520,23.122110",广州世联房地产咨询有限公司,2017/8/31,376,1,,50000,87-88,待洽谈,,广州
457,,红璞青年公寓杨桃公园店,桥头新村街13号,"113.361990,23.124630",广州世联房地产咨询有限公司,2017/6/13,350,1,,50000,87-88,待洽谈,,广州
458,,天虹小区,沙太南路161号,"113.327985,23.171094",广州乾通物业经营管理有限公司,2004/6/1,250,1,,50000,87-88,待洽谈,,广州
459,,广氮花园,健明四路,"113.394470,23.136080",广州南粤物业管理有限公司 ,2012/10/1,2112,7,,50000,87-88,待洽谈,,广州
460,,玥秀轩,洪桥街13-37号玥秀轩,113.276061;23.139617,广州康都物业管理服务有限公司,2005/12/1,280,1,,50000,70-90m2,待洽谈,,广州
461,,碧蓝映居,广东省广州市海珠区洪德路同敬里2号碧蓝映居,113.309829;23.2262576,广州金铭物业管理有限公司,2008/1/1,321,1,,50000,87-106m2,待洽谈,,广州
462,,江山国际,新港东路48号,113.387285;23.094386,广州金铭物业管理有限公司,2016/9/28,350,1,,50000,40-77m2,待洽谈,,广州
463,,恒鑫东和湾,海珠滨江东路698号,113.30595;23.105944,广州恒鑫物业管理有限公司,2006/5/1,208,1,,50000,66-98m2,待洽谈,,广州
464,,恒鑫御雅庭,广州市海珠区赤岗板域江海大道中(与石榴岗路交汇处),113.333753;23.090613,广州恒鑫物业管理有限公司,2007/2/1,400,1,,50000,55-92m2,待洽谈,,广州
465,,龙熹苑,棠福路21-27号龙熹苑,"113.374306,23.144973",广州和顺物业管理有限公司,2011/10/1,600,2,,50000,87-88,待洽谈,,广州
466,,天河山庄,江源街170号,"113.312893,23.158527",广州和顺物业管理有限公司,2000/1/1,600,2,,50000,87-88,待洽谈,,广州
467,,锦鸿花园,石榴岗17号大院锦鸿花园,113.346222;23.092359,广州和顺物业管理公司,2012/7/1,1200,4,,50000,53-77m2,待洽谈,,广州
468,,康裕北苑（西区）,康乐路217号,113.360551;22.952687,广州番禺美安物业管理有限公司 ,2000/1/1,500,1,,50000,55-75m2,待洽谈,,广州
469,,德悦居,广州市越秀区德政中路里仁坊街口建行后面德悦居,113.27553;23.120395,广州东华物业管理有限公司,1995/1/1,410,1,,50000,68-112m2,待洽谈,,广州
470,,锦骏华庭,广州市海珠滨江东路788号锦骏华庭,113.307495;23.10626,广州百嘉和物业管理有限公司锦骏华庭物业服务中心,2004/3/1,336,1,,50000,60-105m2,待洽谈,,广州
471,,广东铁路投资大厦,汇苑街23号,"113.369689,23.142569",广东省铁投置业发展有限公司,2015/2/1,500,2,,50000,87-88,待洽谈,,广州
472,,云山熹景,广东省广州市白云区广州大道北怡新路650号云山熹景,"113.323852,23.176362",广东康景物业服务有限公司 ,2009/8/1,700,2,,50000,70-90,待进一步洽谈,,广州
473,,白云骏景,白云区新市镇齐富路5号,"113.271103,23.200014",广东康景物业服务有限公司 ,2004/3/1,1032,3,,50000,70-90,待进一步洽谈,,广州
474,,江燕花园,广州市海珠区江燕路134-152江燕大厦,113.27861;23.081444,广东建益物业管理有限公司 ,1999/3/1,296,1,,50000,124-235m2,待洽谈,,广州
475,,德兴苑,广东省广州市越秀区一德路390号德兴苑,113.256415;23.112927,广东恒汇物业管理有限公司,2000/11/1,400,1,,50000,55-105m2,待洽谈,,广州
476,,海琴湾,滨江东路503号,113.306993;23.103097,港联物业（广州）有限公司,2003/9/1,900,3,,50000,56-109m2,待进一步洽谈,,广州
477,,保利百合花园,广州市海珠区工业大道中381号保利百合花园,113.277304;23.07343,广州保利城物业管理有限公司,2010,600,2,,50000,49-88m2,待进一步洽谈,,广州
478,,魔方公寓客村店,赤岗西路222-224号,113.324587;23.106487,魔方（广州）公寓管理有限公司,2013,200,1,,49000,45-150m2,待洽谈,,广州
479,,蝌蚪公寓,淘金坑65号蝌蚪公寓,113.286544;23.139658,广州市蝌域公寓管理有限公司,2016/5/1,260,1,,49000,20-55m2,待洽谈,,广州
480,,嘉仕花园,广州市海珠区滨江东怡乐路33号 嘉仕花园·上领,113.292834;23.1002193,广州金铭物业管理有限公司,2011/1/1,300,1,,49000,75-135m2,待洽谈,,广州
481,,第三金碧花园,广州市海珠区工业大道南821号,113.264398;23.207349,金碧物业管理有限公司,2000/7/1,4081,12,,48000,87-121m2,待进一步洽谈,,广州
482,,岭南湾畔,广州市荔湾区西湾路湾畔大街13号,113.238658;23.150816,广州越秀物业发展有限公司 ,2011,1839,6,8,48000,83m2,已入柜,,广州
483,,麓湖轩,麓湖路9号,113.280995;23.141527,广州市勤力物业管理有限公司,2014/9/27,300,1,,48000,124m2,待洽谈,,广州
484,,绿茵翠庭,广州市海珠区赤岗路翠庭一街1号绿茵翠庭,113.326063;23.0880399,广州市金洹物业管理有限公司,2011/1/1,800,2,,48000,75-126m2,待洽谈,,广州
485,,海珠半岛花园,滨江东路63号,113.294203;23.104106,广州市贵族物业服务有限公司,2006/9/1,2100,6,,48000,76-156m2,待洽谈,,广州
486,,益兆明珠,滨江西路130号,113.263178;23.112915,广州圣元物业管理有限公司,2012/12/1,240,1,,48000,56-125m2,待洽谈,,广州
487,,锦丽居,东晓南路瑞晓街西一巷,113.290896;23.071841,广州嘉达实业物业有限公司,2006,2700,7,,48000,60-121m2,待洽谈,,广州
488,,东兴小区,东兴南路东兴二街东兴小区,113.311759;23.12255,广东容大物业管理有限公司,1995/1/1,400,1,,48000,65-90m2,待洽谈,,广州
489,,魔方公寓火车站店,环市西路202号魔方公寓火车站店,113.266503;23.152137,魔方（广州）公寓管理有限公司,2015/5/1,260,1,,46000,66-120m2,待洽谈,,广州
490,,金沙花园,广州市白云区金沙洲山前大道,113.406428;23.108767,广州越秀物业发展有限公司 ,2014,810,2,5,46000,93m2,已入柜,,广州
491,,美林湖畔,广东省广州市天河区桃园中路301号,"113.414919,23.109283",清远市美林商务服务有限公司,2004,3200,10,7,45000,120m2,已接洽未签约,,广州
492,,金碧湾,广州市海珠区革新路(金沙路口),113.259809;23.096752,金碧物业管理有限公司,2006/3/1,920,3,,45000,55-75m2,待进一步洽谈,,广州
493,,富宏花园,广州市越秀区应元路78-80号,113.297331;23.225672,广州市越秀区北秀实业服务公司,2010/1/1,600,2,,45000,73-125m2,待洽谈,,广州
494,,金怡楼,越秀区恒福路248号,113.290749;23.143469,广州市三原物业管理有限公司,2009/1/1,800,2,,45000,55-79m2,待洽谈,,广州
495,,碟翠新居,广州市菩堤路18-22号首层通道,113.268289;23.095983,广州市南超物业管理有限公司,1999/2/1,132,1,,45000,87-121m2,待洽谈,,广州
496,,翠屏中惠雅苑D栋门口,宝岗大道与南田路交界,113.262090;23.096486,广州市莲花物业管理有限公司,2013/1/1,1260,4,,45000,65-131m2,待洽谈,,广州
497,,怡龙大厦,宝岗大道宝龙直街1-7号怡龙大厦,113.259671;23.102148,广州市矩海物业管理有限公司,2001/8/1,350,1,,45000,46-95m2,待洽谈,,广州
498,,省医宿舍,广州市越秀区东川路91号大院,113.292806;23.130975,广州市金洹物业管理有限公司,2000/5/1,240,1,,45000,88-125m2,待洽谈,,广州
499,,杏坛六区,杏坛大街61号杏坛六区,113.26769;23.09708,广州市金点物业管理有限公司,2001/7/1,534,1,,45000,60-85m2,待进一步洽谈,,广州
500,,省府家属院,东风中路360号,113.276443;23.136973,广州市佳宁物业管理有限公司,2002/8/1,380,1,,45000,70-99m2,待洽谈,,广州
501,,广纸南区,广纸路4号,113.271382;23.074954,广州市广纸银页物业管理有限公司,1990/1/1,266,1,,45000,67-101m2,待洽谈,,广州
502,,星御翠园,广州市海珠区风康路165号星御街星御翠园,113.299792;23.080703,广州名寓物业管理有限公司,2010,600,2,,45000,57m2,待洽谈,,广州
503,,兰亭璟濠,大德路尚果新街3-9号,113.255054;23.117085,广州广电物业管理有限公司,2010/2/1,330,1,,45000,75-95m2,待洽谈,,广州
504,,华怡花园,赤岗东路203号华怡花园,113.337854;23.098312,广东华侨物业管理有限公司,1995/3/1,558,1,,45000,56-126m2,待洽谈,,广州
505,,好世界公寓,广州市越秀区建设五马路29号好世界公寓,113.283463;23.138939,广州珠江物业酒店管理有限公司好世界公寓管理处,2006/3/1,307,1,,42000,60-106m2,待进一步洽谈,,广州
506,,寺佑新马路七号大院,寺佑新马路七号大院,113.305855;23.120303,广州友星物业管理有限公司,2002/3/15,1000,3,,42000,63-88m2,待洽谈,,广州
507,,六福华庭,赤岗路金聚街9号,113.326768;23.086868,广州市梓希物业管理公司,2006/1/1,450,1,,42000,55-106m2,待洽谈,,广州
508,,新怡苑,敦和路南侧大塘村口新怡苑,113.327316;23.091254,广州市丽哓物业管理有限公司,2004/3/1,450,1,,42000,75-126m2,待洽谈,,广州
509,,叠彩园,广州海珠大道南叠景路彩榆街3号首层叠彩园服务中心,"113.310741,23.086153",广州市富馨物业管理有限公司,2010,2800,9,,42000,70-100,合同走流程 ,,广州
